radius1,texture1,perimeter1,area1,smoothness1,compactness1,concavity1,concave_points1,symmetry1,fractal_dimension1,radius2,texture2,perimeter2,area2,smoothness2,compactness2,concavity2,concave_points2,symmetry2,fractal_dimension2,radius3,texture3,perimeter3,area3,smoothness3,compactness3,concavity3,concave_points3,symmetry3,fractal_dimension3
0.19381559840913246,0.8682983900886863,0.33146568287826805,0.03256398441240954,0.6137482339143859,1.7837664759085645,1.045534399550802,1.032611269577154,-0.25112807729070724,0.6206371432495782,-0.47323197589221805,-0.4559473023332213,0.36685928490090974,-0.3446522897853493,0.38649403767720514,1.4650406848687905,0.8602655368687042,1.169415585084041,0.5918715498163721,0.2539276922304408,-0.05288741426727908,0.3158412719939237,0.3183137447220411,-0.1791758569640866,-0.009969078123495527,1.342242272804921,0.8851122910888113,0.8938572566604476,0.15189042056057123,0.20177307198152775
-1.6603661919841344,-0.5944685666345508,-1.6301535567987704,-1.2732538295975078,-0.6774348561764848,-0.8209194421950713,-0.9048947481199292,-1.0756434542131115,-0.13442977308339085,0.371641724517645,-0.9325093170608657,-0.4654003484131871,-0.9127580219845343,-0.7250343191476546,0.6845613251871461,-0.4975083136145861,-0.5599776612429358,-0.9208401684441296,0.62612347984582,-0.4694062373360597,-1.4976051044029237,-0.6506458768043074,-1.4713766816776501,-1.1050729412242297,-0.09038448793689634,-0.7568772070147904,-0.9683666268939307,-1.338773076817007,0.3169967233679204,-0.5549974752278619
-0.8189727744947525,0.0990253437742678,-0.8151287628232832,-0.7576018110300131,0.6839212279410628,-0.6637773892590361,-1.0427764705992657,-1.0332559909323398,0.4891767900244546,-0.328197470143116,-0.40618418886029883,1.2693195440430698,-0.46947849837383787,-0.469543829876062,2.002509354064246,-0.8035214198222932,-1.0109218994927154,-1.0746187610137696,2.5973811080923244,-0.7282176260075418,-0.8852851840194069,-0.016284895977977006,-0.898057202076184,-0.774139402720927,0.4471290408158392,-1.0056971733100408,-1.2318257553280323,-1.4210582421063298,0.6110431864629133,-1.0745450567872497
-0.1762416916903641,-1.9493076631286008,-0.17173054434634125,-0.27949726954267595,2.347021186373324,0.03001605259132975,-0.23425245439801418,0.44183281976952005,2.1776553790240594,0.5749634273875068,0.012864480089197263,-0.3669167956164532,-0.11434241760827407,-0.17790641636674537,2.1738896433878874,0.17605927993854045,-0.7126457415849895,-0.5449729137633883,0.6237612777748236,1.0282712977548105,-0.4589351068292925,-2.2232632821512572,-0.47645585448121264,-0.4850205712487275,0.5614035705506731,-0.7428448069673782,-0.889542696493178,-0.6035202068978371,-0.30411746338353507,-0.6826878616765052
-0.22075986192789757,-0.697803751960368,-0.2446516949689628,-0.29535064875429806,-1.719503817472648,-0.5611463355472237,-0.0801911220342162,-0.5137933031751277,-1.3998770093314747,-0.6302333331019709,-0.9042002514251664,-0.15035610360269297,-0.8466504398506848,-0.5805585321789178,-0.34002397314183863,0.41940180535463234,0.6473903262509113,-0.198404527772231,-0.9872605346447276,0.15525323709882569,-0.42239081449871135,-0.5194560404554068,-0.45807461925734894,-0.43962174647210106,-1.2415945652655915,-0.0080573135756105,0.27647181584249175,-0.36501468167730927,-1.3450733915593927,-0.4267213530615646
0.2299866117271286,0.6157012704033547,0.21583932802361394,0.09458685395963264,-0.7370819010991602,-0.011337119233942804,-0.23653484450710746,-0.24003033504721472,0.5037640780503685,-0.49763222253466827,-0.32796177065639287,0.18651608397426794,-0.28960437954452634,-0.2705678815953386,-0.8340024541335105,0.15855668530304443,0.05786217563429538,0.05735355250148617,-0.16285201186698067,0.1297483991198915,0.08516880120380628,0.9418990986209566,0.07323060840385734,-0.03854190352070272,-1.0215102857762817,0.5111414881786422,0.18429675557880254,0.2577413109736168,0.4081983001567422,0.5239277166914067
-1.5485142892623314,0.35621513836296903,-1.511304167662454,-1.2179060670867572,2.0101908150452714,-0.2532531744117863,-0.7258539240066103,-0.9906141011012631,0.08073272529884774,0.7458715254520306,-0.1804566391861702,1.442911844784259,-0.1958238560523213,-0.4970736854874557,1.679911162396215,0.35842502404387167,-0.05395106630636356,-0.37986326700440637,1.5509255906409147,-0.27456599966092143,-1.3755877727880388,0.19295458984432012,-1.3313291752101162,-1.0509698304941901,1.357092888704329,-0.5393750062799008,-0.8675917285334745,-1.3062841001160568,0.10786207314527865,-0.3775195527786016
0.10477925793406555,1.8626125066682175,0.18360898520698576,-0.002480327529070732,1.2803916771678239,1.0600859689662971,0.9719907182577957,0.6474094724157596,1.8129731783761962,1.2173421408024367,-0.13650308990968982,-0.334260818249299,0.001986428472220767,-0.18014461600994813,-0.4448683854339485,0.9670636374975768,0.5699811587535318,-0.11423098236569121,-0.22072596260639282,0.7364290533401183,0.22728549360051095,1.8685311072625599,0.4787848458827568,0.09133969668611186,1.5221560983213114,2.572628622416657,2.043002094504331,0.8710846094401553,2.06712353312582,2.96000256641575
-0.5073455828320188,0.6409609823718876,-0.4964512482238712,-0.5428858680234837,0.38919465302901673,-0.030134015518157295,-0.4253392263093256,-0.5081959190684233,-0.9294369704957322,0.7517649081439104,-0.4162413569150867,0.7365114922631829,-0.4715283458818642,-0.4263465767622492,1.4816476904335714,0.3657648217942409,-0.009154094375009747,-0.04138849114849316,-0.19474173982543214,0.6870918257743108,-0.560447029969796,0.4652980475812788,-0.5931621098708241,-0.5746235148868059,0.5656359605408517,-0.13115973217336316,-0.4932374502769756,-0.48403971781537025,-0.9991363761535188,0.4249383804078257
0.8727176945315175,-0.5393564677941153,0.8390935822401632,0.7468004373149587,0.3611254554183458,0.01873791482080085,0.4990287678734615,0.8990373306671592,0.026030395201668288,-0.9396359244256752,-0.3626031272895511,-0.6371020399383829,-0.34956241915429687,-0.15597205986335846,-0.7305022009733506,-0.578246088868649,-0.2933460843075181,0.16418920628670966,-0.7675757420420617,-0.5613908988994297,0.7125124862121176,-0.13086842392828296,0.6771854800450966,0.567173995472707,0.41326992089440723,-0.08842469566533509,0.30973085820567864,1.0912201992363142,0.3688872756788019,-0.14263952999921675
-1.2302093720639673,-0.07090362765040928,-1.2184109273163444,-1.0290561638465583,0.8312845153970863,-0.3716736210023391,-0.9929696464408297,-0.7257306195789861,2.6699763498986746,1.1466215484998765,1.0796692693081806,0.8929164364953436,0.8875205519396007,0.0653858848493923,2.0629965150020015,-0.3625689549731802,-0.9133003382599093,-0.17574241939354726,1.2473826245178758,0.21755193970310804,-1.0416135456557822,-0.44970954518130735,-1.0474412089748864,-0.8683504977461066,0.33708690107118494,-0.7600663888437478,-1.1961910670817608,-1.0313423393430612,0.4600888524676228,-0.20355604463526664
1.128697173397334,-0.16734980062117255,1.1331954604418961,1.038280111240921,1.3435473717918336,0.8533201098399349,1.1406339874296898,1.4707337892019368,1.0434937350092055,0.08728600963443059,1.5907224015736992,0.6282311462563028,1.0258852587313785,1.3028864675761858,-1.0188243347766528,0.24494045882662227,-0.11953383321386543,-0.3858525385044872,0.7442335833956405,0.5942709400149101,0.8647803709228727,-0.29028898455479546,0.7997270482041883,0.7361395463330833,-0.16233511776994003,-0.15731102317081333,-0.048991670140122595,0.28355031115661483,0.1849116811220409,-0.2164422304236617
